7TSL_AOI21_iddq	1.04991e-07	1.11716e-07	1.18794e-07	1.26249e-07	1.34109e-07	1.42419e-07	1.51201e-07	1.60533e-07	1.70458e-07	1.81072e-07	1.92485e-07	2.04869e-07	2.18470e-07	2.33624e-07
7TSL_AOI21_iddarail	1.36755e-04	1.75722e-04	2.18629e-04	2.65077e-04	3.14773e-04	3.67721e-04	4.23118e-04	4.81441e-04	5.41996e-04	6.03746e-04	6.69682e-04	7.36228e-04	8.04401e-04	8.75646e-04
7TSL_AOI21_acceff	5.03823e-15	5.16759e-15	5.29974e-15	5.43545e-15	5.57474e-15	5.71784e-15	5.85601e-15	6.00088e-15	6.14256e-15	6.28509e-15	6.43072e-15	6.57343e-15	6.71518e-15	6.86170e-15
7TSL_AOI21_acreff	3.65001e+03	3.12557e+03	2.74109e+03	2.44954e+03	2.22174e+03	2.03785e+03	1.88924e+03	1.76424e+03	1.65938e+03	1.57247e+03	1.49230e+03	1.42532e+03	1.36666e+03	1.31254e+03
7TSL_AOI22	2.07309e+01	1.81877e+01	1.63475e+01	1.49644e+01	1.39038e+01	1.30661e+01	1.24001e+01	1.18470e+01	1.13974e+01	1.10263e+01	1.07039e+01	1.04496e+01	1.02126e+01	1.00202e+01
7TSL_AOI22_iddq	1.06248e-07	1.13065e-07	1.20237e-07	1.27787e-07	1.35758e-07	1.44190e-07	1.53122e-07	1.62614e-07	1.72751e-07	1.83625e-07	1.95383e-07	2.08233e-07	2.22466e-07	2.38576e-07
7TSL_AOI22_iddarail	1.29015e-04	1.65818e-04	2.06273e-04	2.50293e-04	2.97284e-04	3.47359e-04	3.99809e-04	4.55308e-04	5.12774e-04	5.72236e-04	6.34169e-04	6.96970e-04	7.62751e-04	8.29562e-04
7TSL_AOI22_acceff	5.35890e-15	5.49162e-15	5.62730e-15	5.76877e-15	5.91079e-15	6.05704e-15	6.20232e-15	6.35093e-15	6.49849e-15	6.64644e-15	6.79268e-15	6.94083e-15	7.08604e-15	7.23275e-15
7TSL_AOI22_acreff	3.86850e+03	3.31191e+03	2.90503e+03	2.59403e+03	2.35228e+03	2.15718e+03	1.99927e+03	1.86540e+03	1.75386e+03	1.65898e+03	1.57580e+03	1.50553e+03	1.44122e+03	1.38540e+03
7TSL_OAI21	1.85842e+01	1.63221e+01	1.46818e+01	1.34666e+01	1.25196e+01	1.17859e+01	1.11947e+01	1.07141e+01	1.03231e+01	9.99669	9.72427	9.49698	9.29693	9.13659
7TSL_OAI21_iddq	1.05008e-07	1.11727e-07	1.18783e-07	1.26216e-07	1.34054e-07	1.42325e-07	1.51085e-07	1.60366e-07	1.70247e-07	1.80805e-07	1.92163e-07	2.04481e-07	2.18003e-07	2.33080e-07
7TSL_OAI21_iddarail	1.34337e-04	1.72733e-04	2.15172e-04	2.61052e-04	3.10534e-04	3.62612e-04	4.17734e-04	4.75404e-04	5.35215e-04	5.97531e-04	6.61900e-04	7.27409e-04	7.95800e-04	8.65463e-04
7TSL_OAI21_acceff	5.00169e-15	5.13343e-15	5.27161e-15	5.41420e-15	5.55923e-15	5.70318e-15	5.85018e-15	5.99684e-15	6.14325e-15	6.29191e-15	6.44061e-15	6.58330e-15	6.72996e-15	6.88006e-15
7TSL_OAI21_acreff	3.71558e+03	3.17957e+03	2.78508e+03	2.48728e+03	2.25204e+03	2.06654e+03	1.91357e+03	1.78663e+03	1.68039e+03	1.58882e+03	1.50984e+03	1.44259e+03	1.38143e+03	1.32798e+03
7TSL_OAI22	1.94187e+01	1.70600e+01	1.53519e+01	1.40706e+01	1.30916e+01	1.23221e+01	1.17030e+01	1.11982e+01	1.07871e+01	1.04463e+01	1.01558e+01	9.91447	9.70642	9.53647
7TSL_OAI22_iddq	1.00489e-07	1.06687e-07	1.13187e-07	1.20021e-07	1.27220e-07	1.34814e-07	1.42847e-07	1.51373e-07	1.60455e-07	1.70192e-07	1.80694e-07	1.92169e-07	2.04869e-07	2.19214e-07
7TSL_OAI22_iddarail	1.40710e-04	1.80869e-04	2.24950e-04	2.73003e-04	3.24313e-04	3.78727e-04	4.36068e-04	4.96293e-04	5.58687e-04	6.23396e-04	6.90396e-04	7.59356e-04	8.30101e-04	9.02293e-04
7TSL_OAI22_acceff	5.47344e-15	5.61755e-15	5.76209e-15	5.91545e-15	6.07064e-15	6.22717e-15	6.38377e-15	6.54274e-15	6.70051e-15	6.85908e-15	7.01556e-15	7.17411e-15	7.32882e-15	7.48635e-15
7TSL_OAI22_acreff	3.54780e+03	3.03691e+03	2.66430e+03	2.37862e+03	2.15654e+03	1.97876e+03	1.83325e+03	1.71154e+03	1.60990e+03	1.52299e+03	1.44761e+03	1.38198e+03	1.32442e+03	1.27385e+03
8TSL_INV	7.66066	6.93108	6.39908	6.00274	5.69834	5.46269	5.27301	5.12397	5.00468	4.90454	4.82325	4.75360	4.70348	4.65930
8TSL_INV_iddq	1.58390e-07	1.68909e-07	1.79989e-07	1.91691e-07	2.04053e-07	2.17126e-07	2.30965e-07	2.45648e-07	2.61247e-07	2.77856e-07	2.95619e-07	3.14726e-07	3.35421e-07	3.58080e-07
